label,text,longText,name,uid,location,isLongText,created_at
人工智能,,联合利华U创孵化器实习生招募联合利华对外孵化器“联合U创”成立于2020年3月，旨在构建品牌 IP心智的数字化整合孵化平台，颠覆孵化器产业的创新商业模式，打造与初创企业新型的全链路全生态孵化模式。在数字生态打造和商业消费者洞察领域，我们在寻找招募有跨领域和跨学科知识和能力的同学。加入的同学可以有机会快速了解数字生态，锤炼洞察能力和行业大咖交流，并且认识一群非常有趣的伙伴。在上海求职岗位:【联合利华对外孵化器】数字化生态与洞察实习生这个岗位的核心工作包含:协助项目管理，整理随行会议摘要和下一步行动追踪。协助知识管理，管理和整合资料，制作美观的信息图。*协助合作伙伴管理，梳理合作伙伴能力、合作内容和相关权益。装协助被孵企业管理，支持权益的开通和实现的具体事宜。芳其他工作内容视具体情况而定岗位要求:1.有较好的设计能力和审美2.有过商业分析和研究经验3.对于大数据和人工智能有基本常识，并有浓厚兴趣4.有一定的抗压能力和多任务处理能力5.有一定钻研精神和独立思考能力，做事认真细致感兴趣的同学请把你的简历和相关证明文件投递给: zhaochuan.xu@unilever.com ,上海求职小帮手,3055355894,未知,True,2021/09/26 21:50
人工智能,贴心的人工智能AI Robotics,,zhangqisnoopy,3296654751,广东,False,2021/09/26 21:49
人工智能,#ITH康养家#2021 ITH智慧康养价值榜入围企业解决方案公示：妙伴机器人＋妙伴人工智能养老管理平台＋安防系统＋监护系统＋智能家居系统＋健康检测系统＋妙伴家庭医生解决场景综合智慧养老解决方老年人智能语音交流互动场景老年人智能相伴场景O2021 ITH智慧康养价值榜入围企业｜百芝龙、妙伴机器人解决方案公示,,ITH康养家,7440089481,未知,False,2021/09/26 21:46
人工智能,,#区块链##比特币##财经#一：丰富“新基建”内涵，加速数字产业化发展。以5G为代表的新基建，已经成为全社会开展技术和应用创新的共性需求。中国移动正在以5G、算力网络、智慧中台建设为重心，积极推动实现网络无所不达、算力无处不在、智能无所不及。在5G方面，持续打造高品质网络，不断丰富特色应用，推动5G成为新一代信息技术融合创新的重要载体；5G其实就是一个符号，不仅仅指的是5G的无线接入技术，而是“5G+AICDE”一群信息技术的融合创新。在算力网络方面，落实国家“东数西算”部署，整合网、云、数、智、边、端、链多层次算力资源，打造贯通数据感知、传输、存储、运算等各个环节的新型一体化服务，逐步推动算力成为与水电一样，可“一点接入、即取即用”的社会级服务；在智慧中台方面，集中沉淀基础通信、人工智能、大数据、区块链、安全认证、精准定位等优质能力，提供统一封装、灵活调用的“能力即服务”，助力经济社会效率和效益的不断提升。二：释放“新要素”价值，提升全社会创新效能。当前，信息技术和数据作为新的生产要素，在经济社会发展中的核心驱动作用日益凸显。信息技术与数据要素的充分融合运用，一方面推动社会资本和人力资本在更大范围内实现资源整合与优化配置，进一步释放传统要素的规模效应和范围效应；另一方面有利于打破制约创新的传统范式和路径依赖，促进新思想、新理论、新知识、新技术的不断涌现，进一步激发全社会创造力和发展活力。为切实发挥新要素作用，需要社会各方共同搭建一体化的创新网络，加快跨行业跨领域数据资源共建共享共用，促进信息技术在更大范围、更高层次、更深程度的充分应用，全面推动经济社会高质量发展。三：激发“新动能”潜力，推进产业数字化升级。新经济形态作为经济发展的新动能，就其本质而言，可以认为是三个字的化学反映“实”“虚”“软”，分别对应的是：实体经济、虚拟经济、信息服务。其中，“实”和“软”融合，催生数字经济；“虚”和“软”融合，赋能金融科技，现在很多数字征信就是体现这两者的生动融合；“软”加速“实”和“虚”融合，助力产业升级。在这一过程中，“软”也将迎来广阔发展空间，预计到2025年，中国的信息服务市场规模将超20万亿元。面对这一趋势，希望产业各方通力协作，加快“上云用数赋智”，培育壮大工业互联网等新业态，探索推进数字征信、数字货币等金融科技新模式，持续提升产业基础能力和产业链现代化水平。 ,艺海流金,7463486887,重庆,True,2021/09/26 21:46
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,格格巫爱小猪,1842275001,未知,False,2021/09/26 21:45
人工智能,,密码学杀我，终于写完密码学的作业了要不是中秋三天疯狂补学，我写作业的时候一定会疯掉的！然而我还有计算机网络的作业没搞定。学的太用力是有后遗症的，比如说我自从中秋假后就一直什么都不想干选的软件专业的那门课是选对了，应该讲的是我想学的忍不住吐槽，为什么要我们必须学人工智能这门课，去年已经感受到被数理逻辑支配的恐惧了我还有好多博客要写...今天被BAT脚本搞懵了 ,WavenoNono,6315748330,浙江 杭州,True,2021/09/26 21:44
人工智能,3贴心的人工智能AI Robotics,,zhangqisnoopy,3296654751,广东,False,2021/09/26 21:44
人工智能,夏普AQUOS R的R具有4个含义1夏普独有的液晶技术带来真实的临场感 Reality2超强配置带来的流畅操作 Response3贴心的人工智能AI Robotics4指纹识别防水带来的可靠性 Reliability,,zhangqisnoopy,3296654751,广东,False,2021/02/06 00:40
人工智能,章鱼博士发明了人工智能机械手臂，终因计算失误导致实验失败#电影种草官##影视剪辑# ,,悦诗影视推荐,1841524275,北京 崇文区,False,2021/09/26 21:43
人工智能,,移动通信，1G开启了移动语音通信，2G开启了短消息，3G开启了移动互联网，4G使视频、互联网平台得以成功。5G能带来什么呢？目前看还没有革命性的应用，大家翘首以待的物联网、人工智能、区块链还没有成熟，更别提应用了。现在有说6G将在2030年进入市场，我觉得现在到2030是5G应用的成长期，2025-2030必将给我们带来颠覆性体验。 ,投资up,6197286660,其他,True,2021/09/26 21:43
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,杂杂合体,5343093277,青海 西宁,False,2021/09/26 21:43
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,云之曦彦云,5633643287,未知,False,2021/09/26 21:43
人工智能,人工智能有点恐怖。 ,,搞笑贴子,6404583519,北京,False,2021/09/26 21:41
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,安之乐之1989,2625144544,河南 新乡,False,2021/09/26 21:41
人工智能,人工智能确实越来越发达了，相信在不久之后的将来，我们就可以足不出户享受成果了,,淑贤爸爸,2958420923,山西 太原,False,2021/09/26 21:41
人工智能,最近HC 2021举办的如火如荼，人工智能覆盖到城市的各行各业，武汉也在9月25日点亮#人工智能算力网络##除了互联网AI时代我们还需要什么网#当人工智能渗透到各种领域的时候，不得不感叹智能时代强大的影响力啊！相信在不久的将来，英雄之城武汉最有名的可不仅仅只有热干面啦！ ,,武汉生活热门资讯,1661690134,湖北 武汉,False,2021/09/26 21:30
人工智能,人工智能确实越来越发达了，相信在不久之后的将来，我们就可以足不出户享受成果了 评论配图,,淑贤爸爸,2958420923,山西 太原,False,2021/09/26 21:40
人工智能,最近HC 2021举办的如火如荼，人工智能覆盖到城市的各行各业，武汉也在9月25日点亮#人工智能算力网络##除了互联网AI时代我们还需要什么网#当人工智能渗透到各种领域的时候，不得不感叹智能时代强大的影响力啊！相信在不久的将来，英雄之城武汉最有名的可不仅仅只有热干面啦！ ,,武汉生活热门资讯,1661690134,湖北 武汉,False,2021/09/26 21:30
人工智能,,"明天重点关注五大爆发潜力板块的机会！（9/27,周一）一、板块龙头统计1、新型电力（风光核氢）：龙一浙江新能；龙二京运通；龙三江苏新能；其他：嘉泽新能、协鑫能科、银星能源、三峡能源2、华为5G、云计算：龙一新晨科技；龙二创意信息；龙三石基信息；其他：东华软件、麦捷科技、赛意信息、拓维信息3、智能新能源车：龙一比亚迪；龙二长安汽车；龙三力帆科技；其他：江特电机、拓普集团、欣锐科技、科达利4、食品饮料：龙一品渥食品；龙二海天味业；龙三千禾味业；其他：良品铺子、酒鬼酒、三全食品、东鹏饮料5、医药CXO：龙一药石科技；龙二昭衍新药；龙三药明康德；其他：九州药业、博腾股份、泰格医药、康龙化成二、潜在逻辑分析1、新型电力（风光核氢）：近期，湖南、广东等多地电力缺口明显,企业需错峰用电,即将进入冬季用电高峰期，阶段看电力供需紧张、煤价持续攀升的情况下，以及全球“碳中和”、可再生能源比例提升背景下，新型电力资产价值突出提升。此外，电价上涨预期不断强化，也成为电力板块向好重要原因，随着能耗“双控”下半年逐步加码，新型电力板块有望持续加速爆发。2、华为5G、云计算：“十四五”新型基础设施建设规划获得审议通过，其中，5G、云计算作为新基建中重要组成部分，其发展进程一直受到政策着重推动。目前我国建成了全球最大规模的5G网络，尤其是形成了5G+4K/8K高清视频、5G+智慧医疗、5G+车联网等一批典型应用。目前我国5G产业正处于快速发展阶段，华为5G板块有望在“新基建”的经济刺激政策下，细分行业受益个股有望企稳反转。3、智能新能源车：世界智能网联汽车大会近日召开，智能新能源汽车，未来最大的科技和产业变革机会之一，是人工智能、软件、半导体、汽车、新能源、通讯等诸多产业的汇聚点。背后也是蕴含大量的投资机会，国内市场有望达到万亿美元量级，开启智能网联汽车产业黄金10年。相关概念股将持续受到资本关注。4、食品饮料：下半年货币供应降准预期加强，局部疫情持续改善，消费领域预计将明显好转。高端消费表现稳健，当前食品饮料板块性价比较高，随着三季报的逐步披露，业绩较好的品种迎来资金关注，重点龙头品种异动明显，价值股确定性依旧，关注调整后的高性价比时机，估值修复可期。5、医药CXO：CXO是对医药外包赛道的总称，所谓医药外包是指CXO企业为医药企业提供的从新药研发到生产的各类外包服务，起降本增效的作用。其中CRO医药外包板块的中报业绩高增长验证了该赛道的高景气。在医保控费政策大趋势下，传统药企转型创新药研发，对CXO业务形成强劲支撑。临近三季报或有望超市场预期。三、明日市场策略周末消息比较多，总的来说还是偏好的，有利市场情绪的提升。上周五个股走势大多相对惨淡，收盘看四分之三的股票下跌。近期板块轮动过快了，大多都是昙花一现，这也是近期重点提醒大家需要谨慎对待的地方，千万不可追高。虽然目前市场存在板块轮动快问题，但同时也存在着结构性的潜在机会。相关政策层面推动的机会板块还是具有一定的中长预期，可以在市场整体表现不佳时进行打底，尤其是价格弹性很高的小市值股票更适合这种策略。 ",自强不息_18380,5538515698,台湾 高雄市,True,2021/09/26 21:40
人工智能,警惕人工智能,,聪聪聪聪聪葱聪聪,6687061168,北京,False,2021/09/26 21:40
人工智能,智能终端、智能家居、移动支付，人工智能真实无处不在。#除了互联网AI时代我们还需要什么网#在9月25日的HC 2021上，21城共同点亮#人工智能算力网络#，助推人工智能发展和应用，相信会给沈阳这座城市带来新的生命力，让我们一起为人工智能算力网络点赞！ ,,沈阳大小事,5696088924,未知,False,2021/09/26 21:40
人工智能,#人工智能# #人工智能科普# 人工智能自1956年的达特矛斯会议以来经历了若干次高潮和低谷，发展道路可谓充满了艰辛和曲折。那么，人工智能的发展为什么充满曲折？由清华大学王东老师带来科普视频。@马少平THU ,,AI光影社,7660387048,北京 海淀区,False,2021/09/24 20:08
人工智能,,#聚焦2021世界互联网大会# 【光”来了！瞅瞅“互联网之光”博览会上都有啥】云计算、大数据、5G技术、人工智能……金秋九月，水乡乌镇再次迎来数字科技盛宴。今年有哪些企业参加“互联网之光”博览会，又有哪些前沿科技全新亮相？让我们一起在千年古镇寻找答案。#2021年世界互联网大会# （新华社）  ,宿州市教体局,3174933922,未知,True,2021/09/26 21:39
人工智能,《张亚勤：人工智能赋能生命科学——机遇与挑战》 生物世界的数字化是下个十年科创发展的新机会！ O张亚勤：人工智能赋能生命科学——机遇与挑战,,清华大学智能产业研究院,7545900307,未知,False,2021/09/26 21:38
人工智能,,#区块链##财经#Web3.0时代的技术扭矩：产业经济数字化转型方向科学技术永远是社会的第一生产力，轰鸣的蒸汽机推动的机械化生产让人类第一次大跨步迈入了现代化生产力时代。电气化时代让电力的织网连通地球村，生产效率进一步加强，信息时代改写了生产关系的网格，推动了地球村的一体化经济联动。而眼下，数字化经济正在让经济生产规则发生更多元扩散，数据将成为经济底层，生产资料和生产要素的转变正在推动着全球经济的经济效率改革。随着国家重力推动产业数字化转型，数字化经济发展已经成为了时代最重要的议题。而要想让数字经济的价值推动整个社会持续良好的发展，那么，数字经济于实体经济的深度融合就是未来时代发展的主要拐点。因为其所能带来的生产效率提升以及生产模式改变将深刻改变产业升级，提升产业效率，产业数字化与数字产业化，数字高效化与数据要素化正成为经济转型的重要方向。很明显，我们国家未来10年的发展窗口将围绕着数字经济展开，数字经济无疑将成为经济发展的核心驱动力。随着国家深化供给侧结构性改革，对传统行业实施现代化的技术改造，利用数字技术带来了产出的增长和效率的提升。从具体的商业场景来看，数字经济的大厦建立在大数据的根基之上，围绕着大数据的价值，人工智能、IOT、区块链等新技术的赋能将搭建出数字化经济模型，对传统企业赋能，产业之间通过数据产生更深层的链接。5G、物联网等技术建设的智能化工厂、区块链+大数据赋能的农业实业智慧大棚、结合物联网的制造业产业都在成为实体经济转型数字化的范式。正如欧科云链集团副总裁张超所言：“区块链技术同5G、IoT(物联网)、人工智能、大数据等技术都是信息化系统的一部分，应该统筹使用才能发挥其价值。5G是血液，作为更快的数据传输的通道；IoT是眼睛，作为现实世界信息化的入口基础设施；区块链是动脉，可解决各个角色主体之间的交互逻辑和数据传输规则；人工智能是大脑，可基于数据和模型以更少的开发成本实现更好的系统服务。” ,艺海流金,7463486887,重庆,True,2021/09/26 21:37
人工智能,2021全国高校青年“自动化与人工智能”知识科普及志愿者活动科教兴国 青年助力邀你参加!!!#科技##大学生活##每日科普# 2贵阳·贵州民族大学新校区,,墨轩67917,7416162558,其他,False,2021/09/26 21:36
人工智能,人工智能-Zcl1122,,_helllooooo,6045461404,广东,False,2021/09/26 21:36
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,风中叶子51498,6886111378,未知,False,2021/09/26 21:35
人工智能,,股票点评团 我国首个以媒体融合为主题的国家级产业投资基金——央视融媒体产业投资基金，9月26日在上海正式成立。央视融媒体产业投资基金由中央广播电视总台所属中国国际电视总公司，以及中国电信、中国文化产业投资母基金等26家企业共同发起设立，总规模100亿元，首期规模37亿元。基金主要投向5G、超高清、人工智能、云计算、区块链等前沿技术应用，扶持新媒体、新业态，全方位推进效益提升，奋力实现大文化、大资本、大经营的战略蓝图。 ,刘超Ming,5997033410,未知,True,2021/09/26 21:34
人工智能,#人工智能# #人工智能科普# 人工智能自1956年的达特矛斯会议以来经历了若干次高潮和低谷，发展道路可谓充满了艰辛和曲折。那么，人工智能的发展为什么充满曲折？由清华大学王东老师带来科普视频。@马少平THU ,,AI光影社,7660387048,北京 海淀区,False,2021/09/24 20:08
人工智能,人工智能或不会迎来统治人类的那一天 ,,00000143oct,2230795765,海外,False,2021/09/26 21:32
人工智能,机器管家带着对人工智能的思考未来教育需要的是什么呢,,苗苗长成大树2017,6337901249,浙江 温州,False,2021/09/26 21:32
人工智能,AI相关：国家新一代人工智能治理专业委员会发布《新一代人工智能伦理规范》,,青苗法鸣,6485999796,其他,False,2021/09/26 20:46
人工智能,,2021年9月26日。胡郁先生、陈涛先生因打造更完整人工智能产业生态的需要，向公司董事会申请辞去董事、副总裁职务，并相应辞去其在公司 董事会专门委员会担任的职务及科大讯飞合并报表范围内子公司担任的职务。胡郁先生、陈涛先生自上市公 司离任后，还将继续为科大讯飞人工智能产业生态繁荣发展做贡献。这是要为讯飞医疗上市做准备了？让讯飞医疗的一把手和二把手准备好。 ,幸运强的,3945686928,山东 菏泽,True,2021/09/26 21:31
人工智能,去年对人工智能未来的分析O网页链接 ，越来越证明AI第三次低谷将会到来,,老马自奋蹄,1807436544,未知,False,2021/09/26 21:31
人工智能,#人工智能# #人工智能科普# 人工智能自1956年的达特矛斯会议以来经历了若干次高潮和低谷，发展道路可谓充满了艰辛和曲折。那么，人工智能的发展为什么充满曲折？由清华大学王东老师带来科普视频。@马少平THU ,,AI光影社,7660387048,北京 海淀区,False,2021/09/24 20:08
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,云児-1986,2536609560,浙江 丽水,False,2021/09/26 21:30
人工智能,用人工智能监督人工 遭遇非技术困局 O网页链接,,珊3珊small,7488237814,其他,False,2021/09/26 21:30
人工智能,最近HC 2021举办的如火如荼，人工智能覆盖到城市的各行各业，武汉也在9月25日点亮#人工智能算力网络##除了互联网AI时代我们还需要什么网#当人工智能渗透到各种领域的时候，不得不感叹智能时代强大的影响力啊！相信在不久的将来，英雄之城武汉最有名的可不仅仅只有热干面啦！ ,,武汉生活热门资讯,1661690134,湖北 武汉,False,2021/09/26 21:30
人工智能,#除了互联网AI时代我们还需要什么网#随着人工智能不断发展和技术积累沉淀，9月25日，武汉伴随HC2021，携手点亮#人工智能算力网络#但科技的脚步不仅于此，对于未来，人工智能还会给我们多少惊喜呢？关于这个，我和大家一样，拭目以待吧！ ,,斑马君爱武汉,5147921705,湖北 武汉,False,2021/09/26 21:30
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,你的小帅帅来了,6741989571,其他,False,2021/09/26 21:29
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,vitamin201908,7273695614,未知,False,2021/09/26 21:29
人工智能,,"为吸引优秀青年学者来清华大学智能产业研究院（Institute for AI Industry Research, Tsinghua University，英文简称AIR）开展研究工作，支持青年学者学术生涯发展，培育人工智能领域拔尖人才，开启2021秋季博士后招聘，优秀者支持申报国家博士后人才项目及清华大学“水木学者”计划。详情可见⬇️O招聘 | 你有一封来自AIR的博士后邀请... ",清华大学智能产业研究院,7545900307,未知,True,2021/09/26 21:29
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,lll子不思lll,6456107379,吉林,False,2021/09/26 21:28
人工智能,,威塑抽脂专家徐鹤然 O网页链接 【DR. CICI 专业吸脂医院】福州减脂的宝贝试了很多方式就是瘦不下来……在DR. CICI 南京抽脂医院定制的项目：威塑手臂环吸，由吸脂院长亲自操作，结合人工智能AI技术精确到皮下脂肪0. 01mm，可视化操作，杜绝传统抽脂手术暴力搅碎脂肪，术后打造完美手臂线条【上海抽脂 手臂吸脂】 ,窗外雨好大啊,3908579510,安徽,True,2021/09/26 21:28
人工智能,男子账户莫名多出500万，和一屋子快递，被别人远程控制，人工人工智能太可怕了。电影 鹰眼 ,,剧综社,6424392237,云南,False,2021/09/26 21:28
人工智能,,#除了互联网AI时代我们还需要什么网#南宁打造中国-东盟（广西）人工智能计算中心，推动AI产业化、产业AI化并持续推进政府治理能力现代化，在共建21世纪“数字丝绸之路”、中国与东盟国家“智慧城市”网络建设、绘萃面向东盟国际人才等诸多领域，发挥重要引领作用。#人工智能算力网络#  ,南国早报,1899950161,未知,True,2021/09/26 21:28
人工智能,人工智能技术#戏精行为图鉴##欢乐沙雕小剧场# ,,麦的垛丹尼尔,6297264281,其他,False,2021/09/26 21:27
人工智能,,爱丁堡大学-人工智能Artificial Intelligence MSc需要具有信息学、人工智能、认知科学、计算机科学、电气工程、语言学、数学、哲学、物理学或心理学等相关背景。通常需要一等学位背景。需要拥有不错的编程能力和数学基础，且需要修满一定数学相关的学分。雅思要求总分6.5，小分6.0以上。专业卡BAND C，双非同学85+可申请，优先list内大学80+可申请。不过通常87+录取。#英国留学# #爱丁堡大学# ,领英顾问Tracy,7518500982,上海,True,2021/09/26 21:27
人工智能,,#2021年世界互联网大会快快看#【探营乌镇“互联网之光”：48个摄像头再现敦煌“飞天”】时间竟然能折叠？敦煌“飞天”效果是怎么拍出来的？小小眼镜能看出120寸大屏幕的效果？9月26日，在浙江乌镇举行的#2021年互联网之光博览会#上，一大波高科技产品集中亮相。作为2021年世界互联网大会乌镇峰会的重要配套活动，今年的互联网之光博览会吸引了300余家中外企业，积极参与展示人工智能、大数据、网络安全等领域的最新技术产品。O探营乌镇“互联网之光”：48个摄像头再现敦煌“飞天”  ,现代快报快快看视频,6536846182,未知,True,2021/09/26 21:27
人工智能,其实当今中国最让同行看不起的就是人工智能,,大石图夫,1800886033,北京,False,2021/09/26 21:25
人工智能,#除了互联网AI时代我们还需要什么网#人工智能是数字经济发展的核心驱动力，北京市门头沟区紧扣在紧要处落好“五子”的要求，着力发展精品经济，争创国家人工智能计算平台，形成“普惠算力+创业服务+创新平台+优质人才”的核聚变产业发展新模式。#人工智能算力网络# ,,新京报,1644114654,未知,False,2021/09/26 20:39
人工智能,2021 ZGC FORUM丨突破“卡脖子”技术 规范人工智能行业发展 重大创新成果发布引关注 O网页链接,,幽居赟悦,6136624664,天津,False,2021/09/26 21:24
